cv_2,E32,,Solid,""
cv_3,E33,,Solid,""
cv_4,DD5,,Solid,""
cv_5,DD6,,Solid,""
cv_6,E29,,Solid,""
cv_7,E2A,,Solid,""
cv_8,E17,,Solid,""
cv_9,E18,,Solid,""
cv_10,DE9,,Solid,""
cv_11,DF0,,Solid,""
cv_12,DF1,,Solid,""
cv_13,1047,,Solid,""
cv_14,1048,,Solid,""
cv_15,1062,,Solid,""
cv_16,1063,,Solid,""
cv_17,106D,,Solid,""
cv_18,106E,,Solid,""
cv_19,108D,,Solid,""
cv_20,108E,,Solid,""
cv_21,1083,,Solid,""
cv_22,1084,,Solid,""
cv_23,1078,,Solid,""
cv_24,1079,,Solid,""
cv_25,E20,,Solid,""
cv_26,E21,,Solid,""
cv_27,E3B,,Solid,""
cv_28,E3C,,Solid,""
cv_30,2A2,,Circle,""
cv_31,29E,,Line,""
cv_32,29F,,Line,""
cv_33,2A0,,Line,""
cv_34,2A1,,Line,""
cv_35,2ED,,Line,""
cv_36,3EA,,Line,""
cv_37,3EB,,Line,""
cv_38,5B1,,Line,""
cv_39,598,,Line,""
cv_40,10A2,,Line,""
cv_41,10A3,,Line,""
cv_42,10A4,,Line,""
cv_43,10A5,,Line,""
cv_45,E2F,,Line,""
cv_46,E30,,Line,""
cv_47,E31,,Line,""
cv_48,DD2,,Line,""
cv_49,DD3,,Line,""
cv_50,DD4,,Line,""
cv_51,E26,,Line,""
cv_52,E27,,Line,""
cv_53,E28,,Line,""
cv_54,E14,,Line,""
cv_55,E15,,Line,""
cv_56,E16,,Line,""
cv_57,DE6,,Line,""
cv_58,DE8,,Line,""
cv_59,DEC,,Line,""
cv_60,DED,,Line,""
cv_61,DEF,,Line,""
cv_62,108B,,Line,""
cv_63,1080,,Line,""
cv_64,1081,,Line,""
cv_65,E1D,,Line,""
cv_66,E1E,,Line,""
cv_67,E1F,,Line,""
cv_68,E38,,Line,""
cv_69,E39,,Line,""
cv_70,E3A,,Line,""
cv_71,1046,,Arc,""
cv_72,1061,,Arc,""
cv_73,106A,,Arc,""
cv_74,106B,,Arc,""
cv_75,106C,,Arc,""
cv_76,108C,,Arc,""
cv_77,1082,,Arc,""
cv_78,1075,,Arc,""
cv_79,1076,,Arc,""
cv_80,1077,,Arc,""
cv_81,4B8,,MText,""
cv_82,4B8,,MText,""
cv_83,E34,,MText,""
cv_84,DD7,,MText,""
cv_85,E2B,,MText,""
cv_86,E19,,MText,""
cv_87,DE7,,MText,""
cv_88,1064,,MText,""
cv_89,106F,,MText,""
cv_90,107A,,MText,""
cv_91,E3D,,MText,""
cv_92,DEE,,MText,""
cv_93,1049,,MText,""
cv_94,108F,,MText,""
cv_95,1085,,MText,""
cv_96,E22,,MText,""
